baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol,cluster
27.33513590191233,-0.9540881926844447,0.46870697452995996,-2.0355749850772895,0.04179305179780727,0.46954250721205826,ISG15,1
8.800362005709571,-0.2359316585739669,0.4832550601255725,-0.4882135295441308,0.6253986023171626,0.9308877968419357,TNFRSF18,1
2.970281749365973,-0.22349659208712225,0.5533629183739155,-0.4038879091209764,0.6862951478410549,0.9429915275689168,TNFRSF4,1
8.261837711658517,0.053060149493263875,0.3877538536195088,0.136839773474773,0.8911574446478107,0.9837888984144335,SDF4,1
3.3049752302395,0.6863126878487926,0.4398738929153014,1.560248741520433,0.11870111134291364,0.6650210431714084,INTS11,1
10.457275060154341,0.394140609726213,0.2901744313417139,1.3582885573473114,0.174372139715217,0.7291527666013706,AURKAIP1,1
2.99022669510976,-0.1918379436286511,0.6074910527896817,-0.3157872741461872,0.7521639779960372,0.9603079032751869,CCNL2,1
9.458259773901094,0.13793193737127854,0.3194425608497187,0.4317894804135646,0.6658944258490523,0.9338704134041597,MRPL20,1
5.254879314865742,-0.4269410321431647,0.4176357642596479,-1.0222808214234538,0.3066480077008338,0.8233000787105345,SSU72,1
5.785756972936983,0.3922924286486742,0.4988218052662243,0.7864380115446342,0.4316109217003492,0.869557118737502,MIB2,1
5.4597653755532445,0.1773564595168079,0.4754499752845382,0.3730286438876498,0.7091271253823815,0.9470915291193874,GNB1,1
7.205278913038496,0.7275339440414913,0.36882584129714774,1.9725677069773082,0.04854483523903602,0.47962246806498604,FAAP20,1
6.414254096716411,0.39410423141774087,0.3469273557319334,1.135984882443979,0.25596289130132993,0.7879632307869896,RER1,1
2.888554954526722,-0.05132289978173519,0.5524019158966507,-0.09290862016368755,0.9259761574716179,0.9882982011705167,AL139246.5,1
7.768726835297754,0.0346414862035033,0.4129983126845869,0.08387803324988286,0.9331534049294254,0.989864272498117,TNFRSF14,1
3.817359392306593,-0.023870089228985054,0.5257831678082865,-0.045399112581878384,0.9637891883169729,0.9962110605578252,C1orf174,1
5.962138181159247,0.3549217099705771,0.3674893245871402,0.9658014157807651,0.33414355993816025,0.8448735085474708,KCNAB2,1
52.36623192982689,-0.201695857278704,0.26479757094131995,-0.7616982911199004,0.4462400954997854,0.8753945579954322,RPL22,1
3.8346283279706013,-0.2596285544473591,0.5952731655521314,-0.4361502743140569,0.6627277031473737,0.9338704134041597,CAMTA1,1
19.866316589744837,-0.040776853663577285,0.28175119679351424,-0.14472646124538466,0.8849268460594817,0.9837888984144335,PARK7,1
14.983502296581555,-0.7892864006682427,0.35651062767927094,-2.2139210990879956,0.026834207042901237,0.39280051377815023,ENO1,1
3.5625513590534217,0.43284223676719336,0.43980756380736835,0.9841627847873354,0.3250354806611909,0.8448735085474708,PIK3CD,1
3.7569888004516674,-0.11903549282350255,0.6079340895697596,-0.19580328668152996,0.8447641374707506,0.9774359359932776,FBXO6,1
9.05019114637277,0.8345670034120948,0.4285756884346921,1.9473036523845404,0.05149834110033689,0.4916058745828212,MAD2L2,1
11.889801586613094,0.8186307026983625,0.3612746591933028,2.2659510759107735,0.02345437888112301,0.36791679736767013,AGTRAP,1
9.984984765677678,-0.6186720581759293,0.44287482917744897,-1.3969456320761973,0.16242992093271058,0.7147500481916635,TNFRSF1B,1
2.9659616972989236,-0.5911821867096178,0.5676907646579739,-1.041380666225559,0.29769891191390685,0.8186268399341206,DHRS3,1
3.386785981483716,-0.5520196548355173,0.5821533699997311,-0.9482374976817058,0.3430085616754516,0.8449527043367853,PRDM2,1
22.50703527230086,0.15326085801602324,0.5419075537071387,0.2828173495046897,0.7773168540881584,0.9641418264486699,EFHD2,1
4.930159475331278,-0.16678472828498786,0.41920879700844715,-0.397855983641553,0.6907363473191996,0.9441516859638611,SZRD1,1
4.007217325230351,-0.307817299127826,0.4306627015486189,-0.7147526312841734,0.4747619097157148,0.8952300597758313,SDHB,1
2.999595734233425,0.6554070260018441,0.4806190078643332,1.3636727122262489,0.1726705960266919,0.7283285896358429,AKR7A2,1
20.897170950733347,-0.246748017710112,0.2948192260818467,-0.8369468334524788,0.40262245360973214,0.8611788933069912,CAPZB,1
5.325685539627648,-1.6357236745768564,0.7049063598101241,-2.3204836384473255,0.0203147290092172,0.34077077216617524,MINOS1,1
9.264362021405201,0.09425079696185999,0.45030497157364036,0.20930436684385295,0.8342106430276026,0.9760469560100654,DDOST,1
7.774199937358473,0.6380490982678472,0.40558406644848044,1.5731611546157613,0.11568150745686331,0.6608419973224751,HP1BP3,1
21.2981495502488,-0.3178012402982528,0.38509030777245057,-0.8252641883836795,0.4092216185485516,0.8649725851793097,CDC42,1
6.3261138663500525,-0.41799951831448945,0.39855698244386906,-1.0487823240516394,0.2942783145701684,0.81753172056542,HNRNPR,1
199.4629773506722,0.32436996288679537,0.18864712629874422,1.719453506930811,0.08553182648793761,0.6083660795784189,RPL11,1
4.683854031202354,0.1275472169365119,0.4798753684298082,0.26579238137155675,0.7903991110235329,0.9648325034868418,PITHD1,1
5.18375723311492,0.32940490271466083,0.4664126151996356,0.7062521295091209,0.48003135729977425,0.8981853987956322,LYPLA2,1
7.391136917165981,0.04501599148445521,0.34840291849826266,0.12920670032986445,0.8971940945575769,0.9837888984144335,PNRC2,1
8.310106090075525,0.10004010960837592,0.41051579439959157,0.24369369211406755,0.8074680590816571,0.9664140730259807,SRSF10,1
10.845693447793444,-0.018674184027259857,0.29403757645764733,-0.06350951552598467,0.9493607822481758,0.9935250595327103,SRRM1,1
