HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Alias symbols	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:5909	IGLV3-26	immunoglobulin lambda variable 3-26 (pseudogene)	Approved	immunoglobulin pseudogene			22q11.22	28792	ENSG00000253913	OTTHUMG00000151211	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5910	IGLV3-27	immunoglobulin lambda variable 3-27	Approved	immunoglobulin gene			22q11.22	28791	ENSG00000211658	OTTHUMG00000151171	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5911	IGLV3-29	immunoglobulin lambda variable 3-29 (pseudogene)	Approved	immunoglobulin pseudogene			22q11.22	28790	ENSG00000253338	OTTHUMG00000151168	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5912	IGLV3-30	immunoglobulin lambda variable 3-30 (pseudogene)	Approved	immunoglobulin pseudogene			22q11.22	28789	ENSG00000253329	OTTHUMG00000151182	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5878	IGLV1-41	immunoglobulin lambda variable 1-41 (pseudogene)	Approved	immunoglobulin pseudogene			22q11.22	28824	ENSG00000253818	OTTHUMG00000151056	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5913	IGLV3-31	immunoglobulin lambda variable 3-31 (pseudogene)	Approved	immunoglobulin pseudogene			22q11.22	28788	ENSG00000253920	OTTHUMG00000151179	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5914	IGLV3-32	immunoglobulin lambda variable 3-32 (non-functional)	Approved	immunoglobulin gene			22q11.22	28787	ENSG00000211657	OTTHUMG00000151166	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5919	IGLV4-3	immunoglobulin lambda variable 4-3	Approved	immunoglobulin gene			22q11.22	28786	ENSG00000211672	OTTHUMG00000151244	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5920	IGLV4-60	immunoglobulin lambda variable 4-60	Approved	immunoglobulin gene			22q11.22	28785	ENSG00000211639	OTTHUMG00000150851	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5921	IGLV4-69	immunoglobulin lambda variable 4-69	Approved	immunoglobulin gene			22q11.22	28784	ENSG00000211637	OTTHUMG00000150857	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5922	IGLV5-37	immunoglobulin lambda variable 5-37	Approved	immunoglobulin gene			22q11.22	28783	ENSG00000211654	OTTHUMG00000151069	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5923	IGLV5-39	immunoglobulin lambda variable 5-39	Approved	immunoglobulin gene			22q11.2 alternate reference locus	28782			353	Immunoglobulin lambda locus at 22q11.2
HGNC:5924	IGLV5-45	immunoglobulin lambda variable 5-45	Approved	immunoglobulin gene			22q11.22	28781	ENSG00000211650	OTTHUMG00000151054	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5925	IGLV5-48	immunoglobulin lambda variable 5-48 (non-functional)	Approved	immunoglobulin gene			22q11.22	28780	ENSG00000211647	OTTHUMG00000151041	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5926	IGLV5-52	immunoglobulin lambda variable 5-52	Approved	immunoglobulin gene			22q11.22	28779	ENSG00000211643	OTTHUMG00000151049	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5879	IGLV1-44	immunoglobulin lambda variable 1-44	Approved	immunoglobulin gene			22q11.22	28823	ENSG00000211651	OTTHUMG00000151050	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5927	IGLV6-57	immunoglobulin lambda variable 6-57	Approved	immunoglobulin gene			22q11.22	28778	ENSG00000211640	OTTHUMG00000150996	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5928	IGLV7-35	immunoglobulin lambda variable 7-35 (pseudogene)	Approved	immunoglobulin pseudogene			22q11.22	28777	ENSG00000253631	OTTHUMG00000151067	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5929	IGLV7-43	immunoglobulin lambda variable 7-43	Approved	immunoglobulin gene			22q11.22	28776	ENSG00000211652	OTTHUMG00000151053	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5930	IGLV7-46	immunoglobulin lambda variable 7-46 (gene/pseudogene)	Approved	immunoglobulin gene			22q11.22	28775	ENSG00000211649	OTTHUMG00000151040	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5931	IGLV8-61	immunoglobulin lambda variable 8-61	Approved	immunoglobulin gene			22q11.22	28774	ENSG00000211638	OTTHUMG00000150844	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5933	IGLV9-49	immunoglobulin lambda variable 9-49	Approved	immunoglobulin gene			22q11.22	28773	ENSG00000223350	OTTHUMG00000151045	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5884	IGLV10-54	immunoglobulin lambda variable 10-54	Approved	immunoglobulin gene			22q11.22	28772	ENSG00000211642	OTTHUMG00000150993	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5885	IGLV10-67	immunoglobulin lambda variable 10-67 (pseudogene)	Approved	immunoglobulin pseudogene			22q11.22	28771	ENSG00000253794	OTTHUMG00000150849	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5886	IGLV11-55	immunoglobulin lambda variable 11-55 (non-functional)	Approved	immunoglobulin gene			22q11.22	28770	ENSG00000211641	OTTHUMG00000150995	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5934	IGLVI-20	immunoglobulin lambda variable (I)-20 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(I)-20	22q11.22	28769	ENSG00000254240	OTTHUMG00000151242	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5880	IGLV1-47	immunoglobulin lambda variable 1-47	Approved	immunoglobulin gene			22q11.22	28822	ENSG00000211648	OTTHUMG00000151048	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5935	IGLVI-38	immunoglobulin lambda variable (I)-38 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(I)-38	22q11.22	28768	ENSG00000253889	OTTHUMG00000151073	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5936	IGLVI-42	immunoglobulin lambda variable (I)-42 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(I)-42	22q11.22	28767	ENSG00000254175	OTTHUMG00000151043	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5937	IGLVI-56	immunoglobulin lambda variable (I)-56 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(I)-56	22q11.22	28766	ENSG00000253126	OTTHUMG00000151583	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5938	IGLVI-63	immunoglobulin lambda variable (I)-63 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(I)-63	22q11.22	28765	ENSG00000253752	OTTHUMG00000150855	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5939	IGLVI-68	immunoglobulin lambda variable (I)-68 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(I)-68	22q11.22	28764	ENSG00000254355	OTTHUMG00000150853	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5940	IGLVI-70	immunoglobulin lambda variable (I)-70 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(I)-70	22q11.22	28763	ENSG00000253239	OTTHUMG00000150834	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5941	IGLVIV-53	immunoglobulin lambda variable (IV)-53 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(IV)-53	22q11.22	28762	ENSG00000253935	OTTHUMG00000151585	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5942	IGLVIV-59	immunoglobulin lambda variable (IV)-59 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(IV)-59	22q11.22	28761	ENSG00000254308	OTTHUMG00000150847	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5943	IGLVIV-64	immunoglobulin lambda variable (IV)-64 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(IV)-64	22q11.22	28760	ENSG00000253242	OTTHUMG00000150852	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5944	IGLVIV-65	immunoglobulin lambda variable (IV)-65 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(IV)-65	22q11.22	28759	ENSG00000254161	OTTHUMG00000150861	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5881	IGLV1-50	immunoglobulin lambda variable 1-50 (non-functional)	Approved	immunoglobulin gene			22q11.22	28821	ENSG00000211645	OTTHUMG00000151051	353	Immunoglobulin lambda locus at 22q11.2
HGNC:15692	IGLVIV-66-1	immunoglobulin lambda variable (IV)-66-1 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(IV)-66-1	22q11.22	84097	ENSG00000253874	OTTHUMG00000150862	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5945	IGLVV-58	immunoglobulin lambda variable (V)-58 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(V)-58	22q11.22	28758	ENSG00000253637	OTTHUMG00000150893	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5946	IGLVV-66	immunoglobulin lambda variable (V)-66 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(V)-66	22q11.22	28757	ENSG00000254075	OTTHUMG00000151584	353	Immunoglobulin lambda locus at 22q11.2
HGNC:15689	IGLVVI-22-1	immunoglobulin lambda variable (VI)-22-1 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(VI)-22-1	22q11.22	84091	ENSG00000253546	OTTHUMG00000151219	353	Immunoglobulin lambda locus at 22q11.2
HGNC:15690	IGLVVI-25-1	immunoglobulin lambda variable (VI)-25-1 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(VI)-25-1	22q11.22	84090	ENSG00000253779	OTTHUMG00000151586	353	Immunoglobulin lambda locus at 22q11.2
HGNC:15691	IGLVVII-41-1	immunoglobulin lambda variable (VII)-41-1 (pseudogene)	Approved	immunoglobulin pseudogene		IGLV(VII)-41-1	22q11.22	84089	ENSG00000254073	OTTHUMG00000151296	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5863	IGLJ1	immunoglobulin lambda joining 1	Approved	immunoglobulin gene			22q11.22	28833	ENSG00000211674	OTTHUMG00000151225	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5864	IGLJ2	immunoglobulin lambda joining 2	Approved	immunoglobulin gene			22q11.22	28832	ENSG00000211676	OTTHUMG00000151243	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5865	IGLJ3	immunoglobulin lambda joining 3	Approved	immunoglobulin gene			22q11.22	28831	ENSG00000211678	OTTHUMG00000151220	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5866	IGLJ4	immunoglobulin lambda joining 4 (non-functional)	Approved	immunoglobulin gene			22q11.22	28830	ENSG00000211680	OTTHUMG00000151184	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5882	IGLV1-51	immunoglobulin lambda variable 1-51	Approved	immunoglobulin gene			22q11.22	28820	ENSG00000211644	OTTHUMG00000151035	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5867	IGLJ5	immunoglobulin lambda joining 5 (non-functional)	Approved	immunoglobulin gene			22q11.22	28829	ENSG00000211681	OTTHUMG00000151170	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5868	IGLJ6	immunoglobulin lambda joining 6	Approved	immunoglobulin gene			22q11.22	28828	ENSG00000211682	OTTHUMG00000151181	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5869	IGLJ7	immunoglobulin lambda joining 7	Approved	immunoglobulin gene			22q11.22	28827	ENSG00000211684	OTTHUMG00000151167	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5855	IGLC1	immunoglobulin lambda constant 1	Approved	immunoglobulin gene	IGLC		22q11.22	3537	ENSG00000211675	OTTHUMG00000151218	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5856	IGLC2	immunoglobulin lambda constant 2	Approved	immunoglobulin gene	IGLC		22q11.22	3538	ENSG00000211677	OTTHUMG00000151214	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5857	IGLC3	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	Approved	immunoglobulin gene	IGLC		22q11.22	3539	ENSG00000211679	OTTHUMG00000151217	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5858	IGLC4	immunoglobulin lambda constant 4 (pseudogene)	Approved	immunoglobulin pseudogene	IGLC		22q11.22	3540	ENSG00000254029	OTTHUMG00000151180	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5859	IGLC5	immunoglobulin lambda constant 5 (pseudogene)	Approved	immunoglobulin pseudogene	IGLC		22q11.22	3541	ENSG00000254030	OTTHUMG00000151176	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5860	IGLC6	immunoglobulin lambda constant 6 (gene/pseudogene)	Approved	immunoglobulin gene	IGLC		22q11.22	3542	ENSG00000222037	OTTHUMG00000151165	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5861	IGLC7	immunoglobulin lambda constant 7	Approved	immunoglobulin gene			22q11.22	28834	ENSG00000211685	OTTHUMG00000151017	353	Immunoglobulin lambda locus at 22q11.2
HGNC:5883	IGLV1-62	immunoglobulin lambda variable 1-62 (pseudogene)	Approved	immunoglobulin pseudogene			22q11.22	28819	ENSG00000253823	OTTHUMG00000150848	353	Immunoglobulin lambda locus at 22q11.2
